episode_id,ticker,phase_id,role,sigma_oracle,oracle_contaminated,oracle_certified,detector,delta,operating_point,lambda_star,FPR_H,ARL0,tau_realized_days,alarm_date,T_days_phase,alarm_within_T,ADD_min_census,detectable_flag_census,op_attainable,breakeven_exists
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.2,OP2b_ARL0_252,6.445889573454612,0.67835,254.2838,96.0,2009-07-24,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.2,OP3_breakeven,9.902645973868596,0.1948,1192.7458,277.0,2010-04-14,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.25,OP1_isoFPR5_H,11.195098946406727,0.0445,,,,284,False,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.25,OP2_ARL0_20,2.009807067806246,1.0,21.0744,1.0,2009-03-10,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.25,OP2b_ARL0_252,5.701723829163629,0.66155,266.8726,95.0,2009-07-23,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.25,OP3_breakeven,7.748147617024632,0.28045,839.117,277.0,2010-04-14,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.3,OP1_isoFPR5_H,9.902645973868596,0.03965,,,,284,False,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.3,OP2_ARL0_20,1.7777786479191604,1.0,20.0316,1.0,2009-03-10,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.3,OP2b_ARL0_252,5.043470610780117,0.66355,262.7332,95.0,2009-07-23,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.3,OP3_breakeven,6.062399045025292,0.41415,527.6956,102.0,2009-08-03,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.4,OP1_isoFPR5_H,7.748147617024632,0.0423,,,,284,False,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.4,OP2_ARL0_20,1.5725374697020222,1.0,21.6108,1.0,2009-03-10,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.4,OP2b_ARL0_252,4.195797012516955,0.6299,283.3122,95.0,2009-07-23,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.4,OP3_breakeven,4.461211479885724,0.54175,362.4946,95.0,2009-07-23,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.5,OP1_isoFPR5_H,6.445889573454612,0.0384,,,,284,False,227.280120754412,True,True,True
