source,ticker,c,arm,n_onsets,lambda_star,FPR_achieved,FPR_count,iso_fpr_matched,qmle_n_non_converged,qmle_n_frozen,qmle_fallback_frac,DetRate,CI_low,CI_high,ADD,SEM,add_reliable,n_detected,deff,deff_clamped,deff_lags,n_eff,SEM_design,CI_low_design,CI_high_design
Synth_ETH,ETH,0.10000000000000001,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,0.29166666666666669,0.19938056188836689,0.4050574266934906,292,18.443392588098593,False,21,1,True,20,21,18.443392588098593,0.14226294229310665,0.50550331559224637
Synth_ETH,ETH,0.14999999999999999,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,0.75,0.63906492595656061,0.83560948774521049,167.44444444444446,13.27556070819818,False,54,1,True,24,54,13.27556070819818,0.62057718727351829,0.84621601868103358
Synth_ETH,ETH,0.14999999999999999,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,0.58333333333333337,0.46807697931465553,0.69014782525260165,284.47619047619048,17.062451584582845,False,42,1.108988875725692,False,24,37.872336611597071,17.968218781813359,0.42585226601899689,0.72546592587697711
Synth_ETH,ETH,0.20000000000000001,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,0.98611111111111116,0.92543397852523857,0.9975440481170943,169.88732394366198,12.40849945308284,True,71,1,True,24,71,12.40849945308284,0.92475200508666133,0.9975680413885839
Synth_ETH,ETH,0.20000000000000001,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,0.86111111111111116,0.762868127494437,0.9227726922970102,247.85483870967741,12.300982735590152,False,62,1.4597163414569505,False,24,42.474005557900021,14.861890047456882,0.72715665860924972,0.93516360725173797
Synth_ETH,ETH,0.25,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,145.15277777777777,12.418385720582943,True,72,1,True,24,72,12.418385720582943,0.94934882740354221,1
Synth_ETH,ETH,0.25,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,0.90277777777777779,0.81264954204873141,0.95210368002634427,196.83076923076922,9.8231599112395731,True,65,1,True,24,65,9.8231599112395731,0.80679803050888388,0.95380629148103713
Synth_ETH,ETH,0.34999999999999998,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,80.763888888888886,6.8717161926208297,True,72,1,True,24,72,6.8717161926208297,0.94934882740354221,1
Synth_ETH,ETH,0.34999999999999998,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,147.01388888888889,7.4871673408540831,True,72,1,True,24,72,7.4871673408540831,0.94934882740354221,1
Synth_ETH,ETH,0.5,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,45.125,2.2263795747361836,True,72,1.2736840192140659,False,24,56.528934110697264,2.5126387832202544,0.93636849730198379,0.99999999999999989
Synth_ETH,ETH,0.5,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,94.902777777777771,3.551004016114637,True,72,1,True,24,72,3.551004016114637,0.94934882740354221,1
Synth_ETH,ETH,0.59999999999999998,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,36.402777777777779,1.5591055378061593,True,72,1,True,24,72,1.5591055378061593,0.94934882740354221,1
Synth_ETH,ETH,0.59999999999999998,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,75.541666666666671,2.4615043500110776,True,72,1,True,24,72,2.4615043500110776,0.94934882740354221,1
Synth_ETH,ETH,0.75,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,28.833333333333332,1.2123973801552888,True,72,1,True,24,72,1.2123973801552888,0.94934882740354221,1
Synth_ETH,ETH,0.75,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,58.736111111111114,1.4314308346533666,True,72,1,True,24,72,1.4314308346533666,0.94934882740354221,1
Synth_ETH,ETH,1,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,23.277777777777779,0.98036711720626069,True,72,1,True,24,72,0.98036711720626069,0.94934882740354221,1
Synth_ETH,ETH,1,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,43.791666666666664,0.78565885596928331,True,72,1,True,24,72,0.78565885596928331,0.94934882740354221,1
Synth_ETH,ETH,1.25,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,19.319444444444443,0.69550651808661024,True,72,1,True,24,72,0.69550651808661024,0.94934882740354221,1
Synth_ETH,ETH,1.25,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,36.222222222222221,0.58141955320146677,True,72,1,True,24,72,0.58141955320146677,0.94934882740354221,1
Synth_ETH,ETH,1.5,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,16.569444444444443,0.351817584832334,True,72,1,True,24,72,0.351817584832334,0.94934882740354221,1
Synth_ETH,ETH,1.5,Eco,72,35.102225429468817,0.055555555555555552,4,True,0,0,0,1,0.94934882740354221,1,30.986111111111111,0.43677985508015466,True,72,1,True,24,72,0.43677985508015466,0.94934882740354221,1
