w,Gamma,alpha,beta,s_max,v_max,dmu_std_target,delta_P,delta_C,rho,budget,mon_len,warmup,n_calib,n_val,n_drift,lambda_star_Data,lambda_star_Concept,lambda_C_literal,lambda_iid_H,w_star_predicted,w_over_wstar_predicted,regime_predicted,w_delta_applied,w_over_wdelta_applied,regime_applied,FPR_Data_val,FPR_Concept_val,FPR_Concept_literal,n_alarm_Data_null,n_alarm_Concept_null,censored_Data,DetRate_Data,ADD_Data,MED_Data,SEM_Data,DetRate_Concept,ADD_Concept,MED_Concept,SEM_Concept,DetRate_Concept_literal,n_detected_Concept,realised_horizon_margin,horizon_cap_bound
909,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,0.22621539994223258,saturated,5390.8643176767237,0.168618601106204,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,2729.1599999999999,2335.5,125.74256934452789,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1488,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,0.37030639726517284,saturated,5390.8643176767237,0.27602252854348902,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,3080.4200000000001,2683,125.59760688858826,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
2436,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,0.60622740842604905,saturated,5390.8643176767237,0.45187559108329256,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,3643.48,3251,124.83531712823205,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
3989,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,0.99270982438896127,saturated,5390.8643176767237,0.73995555534944746,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,4580.6450000000004,4235,127.06451737750567,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
6531,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,1.6253165863836316,ramp,5390.8643176767237,1.2114940416112412,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,6016.6075000000001,5701.5,144.90284696566962,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
10693,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,2.6610795066911916,ramp,5390.8643176767237,1.9835409258840915,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,8157.6774999999998,7801.5,170.42144802254091,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
17508,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,4.3570728516926387,ramp,5390.8643176767237,3.2477166866528266,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,11196.57,10787.5,194.65647576987482,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
28666,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,7.1338731075291966,ramp,5390.8643176767237,5.3175146527067589,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,15733.610000000001,15131.5,239.98868228796914,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
46934,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,11.680080947072327,ramp,5390.8643176767237,8.7062105878092169,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,22564.122500000001,21447.5,334.27284899490758,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
76844,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,19.123538166293642,ramp,5390.8643176767237,14.254486010346687,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,32633.9025,31389,488.29014308048272,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
125815,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,31.310550653170509,ramp,5390.8643176767237,23.338558083803139,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,48063.272499999999,45967,764.7571282250575,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
205994,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,51.264043009571246,ramp,5390.8643176767237,38.211683296228145,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,71997.919999999998,68721.5,1181.428045996101,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
337270,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,83.93362809517798,ramp,5390.8643176767237,62.563251479746334,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,108705.565,103312,1777.3235825270972,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
552206,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,137.42299355390594,ramp,5390.8643176767237,102.43366693339107,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,168029.2475,158415.5,2952.9153016277114,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
904116,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,3032.3611786931569,18.800000000000001,10,282.536301764813,4018.2940694228882,224.99995878346706,ramp,5390.8643176767237,167.71262393590399,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,259171.61249999999,243411.5,4706.6175302195825,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
