gamma_lev,n_warmup,stream,omega_hat,alpha_hat,beta_hat,persistence_hat,converged,equals_initialiser,at_lower_bound,at_upper_bound,alarm_eco,alarm_ml
0,500,37,0.082681584791103005,0.073807934359729016,0.81953236478360925,0.89334029914333823,True,False,False,False,False,False
0,500,38,0.81764125432221746,0.10159624478854873,1.0000000084761879e-06,0.10159724478855721,True,False,True,False,False,False
0,500,39,0.16313784885004923,0.051881032373824701,0.77041517135840532,0.82229620373223,True,False,False,False,False,False
0,500,40,0.34125593048137964,0.11281486459417123,0.56823561852163873,0.68105048311580996,True,False,False,False,False,False
0,500,41,0.17417485978966915,0.02437286819196318,0.83167139671210499,0.85604426490406815,True,False,False,False,False,False
0,500,42,0.091110713905495508,0.039775846462344402,0.85278509927215251,0.89256094573449696,True,False,False,False,False,False
0,500,43,0.094486672108202233,0.10141839910120072,0.80911431314328786,0.91053271224448862,True,False,False,False,False,False
0,500,44,0.49904673914240527,0.017723542770153079,0.55374404471497951,0.5714675874851326,True,False,False,False,False,False
0,500,45,0.29159813528732836,0.08173007425413574,0.64045304605156361,0.72218312030569931,True,False,False,False,False,True
0,500,46,0.22909535424036179,0.11068427318384857,0.61209216091389318,0.72277643409774173,True,False,False,False,False,False
0,500,47,0.4750522425626319,1.0000018843860092e-06,0.49865810527908616,0.49865910528097057,True,False,False,False,True,True
